Text,Chapter_Name
"Press  Default Entry at Power Up  or  Establish Communications Interval  in the Establish Communication Default Entry  dialog, modify the set values and press  OK  to confirm the modifications.",Online Operation
Communication Establishment Default Entry,Online Operation
Item Set Value Description,Online Operation
Default Entry at Power Up • DISABLED • ENABLED,Online Operation
Sets the default at the time of power on.,Online Operation
Establish Communications Interval 1–300 (sec) The communication establishment interval is a length of time until another communication establishment request is sent again after the previous request is not responded. Set this interval here.,Online Operation
Setting Communication Method (SECS-I),Online Operation
Press  Method  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
Press  HSMS–SS  on the  Communication Method  dialog.,Online Operation
Setting Communication Establishment Operation (SECS-I),Online Operation
Press  Comm State Operation  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
Press  ENABLE  or  DISABLE  on the  Communication State Operation  dialog.,Online Operation
Setting Spooling Function (SECS-I),Online Operation
Press  Spooling Function  on the right of the  Channel Parameters (SECS-I)  screen.,Online Operation
Press  ENABLE  or  DISABLE  on the  Spooling Function  dialog.,Online Operation
Operating the Channel Parameters (HSMS) Screen,Online Operation
"On the  Channel Parameters (HSMS)  screen, you can use the functions required to set the channel pa-rameters and change to the communication establishment state.",Online Operation
Display the  Channel Parameters (HSMS)  screen from the group menus below.,Online Operation
Setup → Online Setup → Channel Parameters,Online Operation
Channel Parameters (HSMS) Screen,Online Operation
No. Description,Online Operation
1 Changes the communication establishment state to DISABLED (see page 351) .,Online Operation
2 Changes the communication establishment state to ENABLED (see page 351) .,Online Operation
Function Buttons,Online Operation
Close : Closes the  Channel Parameters (HSMS)  screen.,Online Operation
Open Channel :  Performs a channel opening process (see page 351) . This check box is valid when the channel is currently closed.,Online Operation
Close Channel :  Performs a channel closing process (see page 351) . This check box is valid when the channel is currently open.,Online Operation
Edit Config :  Edits the configuration (see page 351) .,Online Operation
Edit Parameter :  Edits the channel parameters (see page 352) .,Online Operation
Entry Comm :  Edits the communication establishment default entry (see page 354) .,Online Operation
Method :  Sets the communication method (see page 354) .,Online Operation
"Comm State Operation :  Enables or disables the communication establishment operation (see page 355) . If set to ENABLED, communication establishment state can be changed.",Online Operation
Spooling Function :  Enables or disables the spooling function (see page 355) . Refer to 12.8 Operating the Spooling Screen (see page 356)  for details of editing spooling function.,Online Operation
Opening/Closing Channels (HSMS),Online Operation
Press  Close the Channel  or  Open the Channel  on the right of the  Channel Parameters (HSMS)  screen according to the current equipment channel state.,Online Operation
Press  OK  in the  Close the Channel  dialog or the  Open the Channel  dialog to close or open the channel.,Online Operation
Changing the Communication Establishment State (HSMS),Online Operation
Press  DISABLED  or  ENABLED  in the  Channel Parameters (HSMS)  screen according to the communication establishment state.,Online Operation
Communication Establishment State (HSMS),Online Operation
Item Description,Online Operation
DISABLED The communication is disabled. The messages from the host are received but not responded. The communication is not established.,Online Operation
ENABLED NOT COMMUNICATING This is the state in which the equipment is trying to establish a communication link. The communication is interrupted.,Online Operation
COMMUNICATING The communication is established. Message exchange is possible and the actual communication is underway.,Online Operation
Pressing  OK  in the  Shift State  dialog sends a communication state shift request message to the host and causes a state shift to take place.,Online Operation
Editing the Configuration (HSMS),Online Operation
Press  Edit Config  on the right of the  Channel Parameters (HSMS)  screen.,Online Operation
Double-click the set value of the desired item in the  Edit Configuration  dialog and modify the set value. Then press  OK  to confirm the modified value.,Online Operation
Configuration Set Items (HSMS),Online Operation
Item Set Value Description,Online Operation
Connect Retry • Enable • Disable • Enable/Not Reconnect,Online Operation
Enables or disables the connect retry.,Online Operation
"If set to  Disable , no connect retry is performed.",Online Operation
